,locality,price,flat_type,area,url,image,lat,lon
3510,"Hradec Králové - Třebeš, okres Hradec Králové",6000,1+kk,17,https://www.sreality.cz/detail/pronajem/byt/1+kk/hradec-kralove-trebes-trida-edvarda-benese/1437708364,"https://d18-a.sdn.cz/d_18/c_img_qA_C/nCTUX1iX5Do9kX2U6GW1vMx/78ad.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.193760689600005,15.8381443104
3511,"Hostinné, okres Trutnov",7000,2+1,32,https://www.sreality.cz/detail/pronajem/byt/2+1/hostinne-hostinne-horska/2095165516,"https://d18-a.sdn.cz/d_18/c_img_qA_C/kcHp2YdDtCJexHww1GWkLvr/615c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.5444686896,15.719582310400002
3512,"Jičín - Holínské Předměstí, okres Jičín",8000,2+kk,29,https://www.sreality.cz/detail/pronajem/byt/2+kk/jicin-holinske-predmesti-raisova/2699145292,"https://d18-a.sdn.cz/d_18/c_img_qA_C/nCTUX1iX5CGpNZ1pXGWjHKz/f937.png?fl=res,400,300,3|shr,,20|jpg,90",50.436119689600005,15.341850310400002
3513,"Hradec Králové - Pražské Předměstí, okres Hradec Králové",9000,3+1,39,https://www.sreality.cz/detail/pronajem/byt/3+1/hradec-kralove-prazske-predmesti-hrubinova/672247884,"https://d18-a.sdn.cz/d_18/c_img_qA_C/nCTUX1iX5Do9kX1r0GWiNmT/d727.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.2020386896,15.812335310400002
3514,"Hradec Králové - Nový Hradec Králové, okres Hradec Králové",9000,2+kk,26,https://www.sreality.cz/detail/pronajem/byt/2+kk/hradec-kralove-novy-hradec-kralove-pod-zameckem/3273764940,"https://d18-a.sdn.cz/d_18/c_img_qA_C/kcHp2YdDtEBMvItmLGWa0iP/425b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.1900526896,15.8477853104
3515,"Svoboda nad Úpou, okres Trutnov",5000,2+kk,22,https://www.sreality.cz/detail/pronajem/byt/2+kk/svoboda-nad-upou-svoboda-nad-upou-lazenska/151629900,"https://d18-a.sdn.cz/d_18/c_img_qA_D/nCTUX1iX5CGpNZBDX5Ga3WzJ/69e9.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.629101689600006,15.807055310400001
3516,Náchod,5000,2+kk,28,https://www.sreality.cz/detail/pronajem/byt/2+kk/nachod-nachod-kostelecka/1718792268,"https://d18-a.sdn.cz/d_18/c_img_qA_C/nCTUX1iX5Do9kXyWbGVz3ix/76ff.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.427032689600004,16.1598163104
3517,"Hradec Králové - Kukleny, okres Hradec Králové",11000,1+kk,35,https://www.sreality.cz/detail/pronajem/byt/1+kk/hradec-kralove-kukleny-palenecka/2368516172,"https://d18-a.sdn.cz/d_18/c_img_qA_C/nCTUX1iX5CFdAHu30GVKEwo/4fad.png?fl=res,400,300,3|shr,,20|jpg,90",50.210243689600006,15.7972133104
3518,"Vrchlabí, okres Trutnov",5000,2+1,25,https://www.sreality.cz/detail/pronajem/byt/2+1/vrchlabi-vrchlabi-rolnicka/3346763852,"https://d18-a.sdn.cz/d_18/c_img_qB_B/nCTUX1iX5BWZuTBOMbGjkx7d/f88e.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.6332176896,15.602624310400001
3519,Hradec Králové,17000,2+1,47,https://www.sreality.cz/detail/pronajem/byt/2+1/hradec-kralove-hradec-kralove-celakovskeho/3292267340,"https://d18-a.sdn.cz/d_18/c_img_p7_B/nDJ4VEZEqBMnoOUAlFeD54r/1b32.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.2149966896,15.8206183104
3520,"Praskačka, okres Hradec Králové",4000,other,14,https://www.sreality.cz/detail/pronajem/byt/14/praskacka-praskacka-/2146283596,"https://d18-a.sdn.cz/d_18/c_img_qA_C/kcHp2YdDtCDcb5mtxGUsbR9/1614.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.174904689600005,15.740662310400001
3521,Náchod,4000,1+kk,22,https://www.sreality.cz/detail/pronajem/byt/1+kk/nachod-nachod-smirickych/1911402572,"https://d18-a.sdn.cz/d_18/c_img_qA_C/kcHp2YdDtBM3KVnm3GUrPTY/96e4.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.4231076896,16.159856310400002
3522,"Lázně Bělohrad, okres Jičín",7000,2+kk,20,https://www.sreality.cz/detail/pronajem/byt/2+kk/lazne-belohrad-lazne-belohrad-treti-strana/304001100,"https://d18-a.sdn.cz/d_18/c_img_qB_A/nCTUX1iX5CFdAHBMycGhd3u1/e68f.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.4333686896,15.581620310400002
3523,"Kostelec nad Orlicí, okres Rychnov nad Kněžnou",7000,2+1,39,https://www.sreality.cz/detail/pronajem/byt/2+1/kostelec-nad-orlici-kostelec-nad-orlici-prikopy/1363062860,"https://d18-a.sdn.cz/d_18/c_img_qA_D/kcHp2YdDtDrxR22zdGZMEbA/ba7e.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.125820689600005,16.210975310400002
3524,"Hradec Králové - Kukleny, okres Hradec Králové",6000,1+kk,11,https://www.sreality.cz/detail/pronajem/byt/1+kk/hradec-kralove-kukleny-prazska-trida/813609036,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtBwNESBi2hGnU977/9595.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.207184689600005,15.7941983104
3525,Náchod,4000,2+kk,20,https://www.sreality.cz/detail/pronajem/byt/2+kk/nachod-nachod-riegrova/2075111500,"https://d18-a.sdn.cz/d_18/c_img_qA_B/kcHp2YdDtDgLT0esLGTUS6O/c3a4.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.4174316896,16.159818310400002
3526,"Červený Kostelec, okres Náchod",8000,3+kk,53,https://www.sreality.cz/detail/pronajem/byt/3+kk/cerveny-kostelec-cerveny-kostelec-manzelu-burdychovych/1330594636,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtEDuRmJMMGIhLpa/7043.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.4751056896,16.0925633104
3527,"Týniště nad Orlicí, okres Rychnov nad Kněžnou",9000,2+1,34,https://www.sreality.cz/detail/pronajem/byt/2+1/tyniste-nad-orlici-tyniste-nad-orlici-druzstevni/1149022284,"https://d18-a.sdn.cz/d_18/c_img_qB_A/nCTUX1iX5DwDWzBlkBGiiUh4/5c44.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.1592526896,16.0799593104
3528,Náchod,11000,3+1,65,https://www.sreality.cz/detail/pronajem/byt/3+1/nachod-nachod-kamenice/3406123852,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5DwDWzEkzGFkD3D/f4d1.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.4190526896,16.1641573104
3529,Náchod,10000,4+1,52,https://www.sreality.cz/detail/pronajem/byt/4+1/nachod-nachod-kostelecka/1073955660,"https://d18-a.sdn.cz/d_18/c_img_qA_E/kcHp2YdDtEBMvI6LmGdb1gf/d7c2.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.4255646896,16.1649113104
3530,"Hradec Králové - Slezské Předměstí, okres Hradec Králové",11000,3+1,41,https://www.sreality.cz/detail/pronajem/byt/3+1/hradec-kralove-slezske-predmesti-gagarinova/4291342412,"https://d18-a.sdn.cz/d_18/c_img_qA_B/kcHp2YdDtDrxR2craGSuDRK/80d5.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.2231216896,15.850383310400002
3531,Hradec Králové,9000,2+kk,27,https://www.sreality.cz/detail/pronajem/byt/2+kk/hradec-kralove-hradec-kralove-rokitanskeho/2993205324,"https://d18-a.sdn.cz/d_18/c_img_qB_B/kcHp2YdDtDgLT0BD2xGjM9iO/6f3b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.2115716896,15.8286263104
3532,"Trutnov - Horní Staré Město, okres Trutnov",9000,3+1,44,https://www.sreality.cz/detail/pronajem/byt/3+1/trutnov-horni-stare-mesto-kopretinova/2493100108,"https://d18-a.sdn.cz/d_18/c_img_qA_B/kcHp2YdDtzYqGcfRGSSRjl/a953.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.5868686896,15.8891283104
3533,"Vrchlabí, okres Trutnov",8000,2+1,31,https://www.sreality.cz/detail/pronajem/byt/2+1/vrchlabi-vrchlabi-palackeho/1448497996,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5CNPfpDsJGEW31n/85b0.png?fl=res,400,300,3|shr,,20|jpg,90",50.622944689600004,15.612507310400002
3534,Hradec Králové,32000,4+kk,81,https://www.sreality.cz/detail/pronajem/byt/4+kk/hradec-kralove-hradec-kralove-hermanova/685761356,"https://d18-a.sdn.cz/d_18/c_img_od_A/nO0bgvR9rXBjevbFAKEQbWaL/297e.png?fl=res,400,300,3|shr,,20|jpg,90",50.2085346896,15.835674310400002
3535,"Hostinné, okres Trutnov",5000,1+1,28,https://www.sreality.cz/detail/pronajem/byt/1+1/hostinne-hostinne-nakladni/4270501964,"https://d18-a.sdn.cz/d_18/c_img_qA_B/kcHp2YdDtBwNESeoLGRx7IA/517c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.5400586896,15.734369310400002
3536,"Jaroměř - Josefov, okres Náchod",4000,3+kk,23,https://www.sreality.cz/detail/pronajem/byt/3+kk/jaromer-josefov-doktora-reyla/3140137036,"https://d18-a.sdn.cz/d_18/c_img_qB_B/kcHp2YdDtEDuRmK88GmLtKF/e454.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.3409696896,15.925371310400001
3537,"Týniště nad Orlicí, okres Rychnov nad Kněžnou",8000,2+kk,32,https://www.sreality.cz/detail/pronajem/byt/2+kk/tyniste-nad-orlici-tyniste-nad-orlici-druzstevni/1080733772,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtCDcb5UbiGRk5tE/90ae.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.1592526896,16.0799593104
3538,"Jaroměř, okres Náchod",5000,1+1,29,https://www.sreality.cz/detail/pronajem/byt/1+1/jaromer-jaromer-nam--ceskoslovenske-armady/2961944652,"https://d18-a.sdn.cz/d_18/c_img_qB_A/kcHp2YdDtzYqGBDoSGiBUDi/ca24.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.3572166896,15.9161693104
3539,"Lochenice, okres Hradec Králové",11000,4+kk,68,https://www.sreality.cz/detail/pronajem/byt/4+kk/lochenice-lochenice-/1058779212,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtBRc2UHPrGREGiL/efc5.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.2734946896,15.8158093104
3540,"Vamberk, okres Rychnov nad Kněžnou",6000,2+kk,25,https://www.sreality.cz/detail/pronajem/byt/2+kk/vamberk-vamberk-zamberecka/3326849100,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtCDcb5RXpGQZHg4/d4e4.png?fl=res,400,300,3|shr,,20|jpg,90",50.1198196896,16.2918143104
3541,Náchod,4000,1+1,23,https://www.sreality.cz/detail/pronajem/byt/1+1/nachod-nachod-kamenice/444313676,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtDgLT0RIzGQYJxk/5e58.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.419143689600006,16.164912310400002
3542,"Vamberk, okres Rychnov nad Kněžnou",5000,1+kk,19,https://www.sreality.cz/detail/pronajem/byt/1+kk/vamberk-vamberk-zamberecka/2111062860,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CoHumUiOGPenzb/aa66.png?fl=res,400,300,3|shr,,20|jpg,90",50.1198196896,16.2918143104
3543,"Vrchlabí, okres Trutnov",11000,3+kk,35,https://www.sreality.cz/detail/pronajem/byt/3+kk/vrchlabi-vrchlabi-jos--sira/1119175500,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtDgLT0OEpGOvlyP/c2c9.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.631145689600004,15.608881310400001
3544,"Chlumec nad Cidlinou - Chlumec nad Cidlinou IV, okres Hradec Králové",7000,1+kk,19,https://www.sreality.cz/detail/pronajem/byt/1+kk/chlumec-nad-cidlinou-chlumec-nad-cidlinou-iv-rooseveltova/3170190156,"https://d18-a.sdn.cz/d_18/c_img_qA_E/kcHp2YdDtCDcb51YGeeBYK/b6c7.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.1576886896,15.449799310400001
3545,"Hradec Králové - Svobodné Dvory, okres Hradec Králové",14000,3+kk,44,https://www.sreality.cz/detail/pronajem/byt/3+kk/hradec-kralove-svobodne-dvory-k-meteoru/1563771724,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CoHumRyMGOnb4u/2b11.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.2259946896,15.7809043104
3546,Hradec Králové,9000,3+kk,44,https://www.sreality.cz/detail/pronajem/byt/3+kk/hradec-kralove-hradec-kralove-prumyslova/3703980876,"https://d18-a.sdn.cz/d_18/c_img_qA_C/nCTUX1iX5DwDWzBAG5GVooj6/4ad1.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.2169156896,15.822680310400001
3547,"Lánov - Prostřední Lánov, okres Trutnov",2000,1+kk,14,https://www.sreality.cz/detail/pronajem/byt/1+kk/lanov-prostredni-lanov-/757482316,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtEDuRmR1BGODkU7/7cfa.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.6202896896,15.6553153104
3548,"Hradec Králové - Pražské Předměstí, okres Hradec Králové",13000,2+1,44,https://www.sreality.cz/detail/pronajem/byt/2+1/hradec-kralove-prazske-predmesti-horicka/2488746828,"https://d18-a.sdn.cz/d_18/c_img_qA_E/nCTUX1iX5Do9kXBDTxGbnrZa/b809.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.2178886896,15.813608310400001
3549,"Trutnov - Dolní Předměstí, okres Trutnov",5000,2+kk,23,https://www.sreality.cz/detail/pronajem/byt/2+kk/trutnov-dolni-predmesti-nachodska/3706733388,"https://d18-a.sdn.cz/d_18/c_img_qA_E/kcHp2YdDtDrxR28WKGdfb9V/1586.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.568470689600005,15.927856310400001
3550,"Hradec Králové - Věkoše, okres Hradec Králové",10000,2+1,37,https://www.sreality.cz/detail/pronajem/byt/2+1/hradec-kralove-vekose-siroka/636568396,"https://d18-a.sdn.cz/d_18/c_img_qA_E/nCTUX1iX5CGpNZBIY3GeRU2k/cdce.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.226921689600005,15.836491310400001
3551,"Jaroměř - Pražské Předměstí, okres Náchod",9000,2+1,35,https://www.sreality.cz/detail/pronajem/byt/2+1/jaromer-prazske-predmesti-kralovedvorska/2140291916,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5bIUBBVYcGoUd1G/cc05.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.3591196896,15.903237310400002
3552,"Špindlerův Mlýn - Bedřichov, okres Trutnov",8000,2+kk,21,https://www.sreality.cz/detail/pronajem/byt/2+kk/spindleruv-mlyn-bedrichov-/3938599756,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5DwDWzN17GLTmgz/cd90.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.7280466896,15.599166310400001
3553,"Hradec Králové - Nový Hradec Králové, okres Hradec Králové",7000,2+kk,27,https://www.sreality.cz/detail/pronajem/byt/2+kk/hradec-kralove-novy-hradec-kralove-brozikova/1287799628,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtCDcb5IwmGpk9FC/3b13.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.1939476896,15.844632310400002
3554,"Trutnov - Dolní Předměstí, okres Trutnov",8000,2+1,39,https://www.sreality.cz/detail/pronajem/byt/2+1/trutnov-dolni-predmesti-polska/2383627084,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtCJexHKjTGKrXca/a2b0.png?fl=res,400,300,3|shr,,20|jpg,90",50.5655366896,15.9168813104
3555,"Nové Město nad Metují, okres Náchod",7000,1+1,20,https://www.sreality.cz/detail/pronajem/byt/1+1/nove-mesto-nad-metuji-nove-mesto-nad-metuji-nad-stadionem/1595687756,"https://d18-a.sdn.cz/d_18/c_img_qA_D/kcHp2YdDtzYqG39UGZUekD/7e0b.png?fl=res,400,300,3|shr,,20|jpg,90",50.3585476896,16.1440783104
3556,"Trutnov - Dolní Předměstí, okres Trutnov",7000,2+kk,26,https://www.sreality.cz/detail/pronajem/byt/2+kk/trutnov-dolni-predmesti-nabrezi-vaclava-havla/4001121100,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtCDcb5IXOGKD4pS/4848.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.5645526896,15.9139763104
3557,"Vrchlabí, okres Trutnov",6000,2+1,36,https://www.sreality.cz/detail/pronajem/byt/2+1/vrchlabi-vrchlabi-krkonosska/544097100,"https://d18-a.sdn.cz/d_18/c_img_qB_A/nCTUX1iX5BWLrlBMS1GhdxSN/e8c7.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.630298689600004,15.6072423104
3558,"Svoboda nad Úpou, okres Trutnov",6000,1+1,20,https://www.sreality.cz/detail/pronajem/byt/1+1/svoboda-nad-upou-svoboda-nad-upou-rychorske-sidliste/1116685132,"https://d18-a.sdn.cz/d_18/c_img_qA_C/kcHp2YdDtBM3KVsGRGVvYIK/62da.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.635898689600005,15.8087073104
3559,Náchod,2000,1+kk,11,https://www.sreality.cz/detail/pronajem/byt/1+kk/nachod-nachod-safranice/327697228,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtDrxR2GbfGIQyX4/2612.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.413337689600006,16.1546323104
3560,"Náchod - Lipí, okres Náchod",5000,2+kk,31,https://www.sreality.cz/detail/pronajem/byt/2+kk/nachod-lipi-/1367884620,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtEBMvIGLUGIQOlB/6c9d.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.3943176896,16.172792310400002
3561,"Náchod - Lipí, okres Náchod",2000,1+kk,16,https://www.sreality.cz/detail/pronajem/byt/1+kk/nachod-lipi-/2058896204,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5bIUBHKEGIPhVN/007e.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.3943176896,16.172792310400002
3562,"Hradec Králové - Slezské Předměstí, okres Hradec Králové",11000,3+1,36,https://www.sreality.cz/detail/pronajem/byt/3+1/hradec-kralove-slezske-predmesti-severni/649610060,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CNPfpTXdGOFTlB/e3b2.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.222477689600005,15.8461863104
3563,"Nové Město nad Metují, okres Náchod",4000,1+1,19,https://www.sreality.cz/detail/pronajem/byt/1+1/nove-mesto-nad-metuji-nove-mesto-nad-metuji-maleci/2251834188,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtEBMvIIUzGJitcP/c18c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.3598256896,16.1460123104
3564,"Trutnov - Střední Předměstí, okres Trutnov",7000,2+kk,26,https://www.sreality.cz/detail/pronajem/byt/2+kk/trutnov-stredni-predmesti-horska/1970815820,"https://d18-a.sdn.cz/d_18/c_img_qA_C/kcHp2YdDtDgLT0o7wGVHpH2/f20a.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.5905726896,15.881866310400001
3565,"Jičín, okres Jičín",3000,other,41,https://www.sreality.cz/detail/pronajem/byt/41/jicin--/77153100,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtCDcb5FESGHLjSV/b094.png?fl=res,400,300,3|shr,,20|jpg,90",50.4392586896,15.3495893104
3566,Hradec Králové,8000,2+kk,32,https://www.sreality.cz/detail/pronajem/byt/2+kk/hradec-kralove-hradec-kralove-nerudova/3556328268,"https://d18-a.sdn.cz/d_18/c_img_qA_E/nCTUX1iX5bIUBBKdIGehtHQ/bc14.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.2113996896,15.821754310400001
3567,"Trutnov - Horní Staré Město, okres Trutnov",11000,4+kk,56,https://www.sreality.cz/detail/pronajem/byt/4+kk/trutnov-horni-stare-mesto-k-belidlu/2174370636,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5DwDWzFwWGGpTVe/0839.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.596714689600006,15.8804603104
3568,Hradec Králové,10000,2+kk,17,https://www.sreality.cz/detail/pronajem/byt/2+kk/hradec-kralove-hradec-kralove-eliscino-nabrezi/2909213516,"https://d18-a.sdn.cz/d_18/c_img_og_C/nDJ4VEZEqxQDMLOLFQc5iA/fb4b.png?fl=res,400,300,3|shr,,20|jpg,90",50.211490689600005,15.826664310400002
3569,"Vrchlabí - Hořejší Vrchlabí, okres Trutnov",6000,1+kk,18,https://www.sreality.cz/detail/pronajem/byt/1+kk/vrchlabi-horejsi-vrchlabi-horska/613040972,"https://d18-a.sdn.cz/d_18/c_img_qA_E/kcHp2YdDtEBMvI6hoGd5wgk/2daa.png?fl=res,400,300,3|shr,,20|jpg,90",50.646637689600006,15.6055233104
3570,"Nový Bydžov, okres Hradec Králové",7000,1+kk,27,https://www.sreality.cz/detail/pronajem/byt/1+kk/novy-bydzov-novy-bydzov-u-pamatniku/4174005068,"https://d18-a.sdn.cz/d_18/c_img_qB_B/kcHp2YdDtEBMvIBD4YGmpJEC/c51c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.244507689600006,15.4899723104
3571,"Nová Paka, okres Jičín",7000,1+kk,25,https://www.sreality.cz/detail/pronajem/byt/1+kk/nova-paka-nova-paka-zahradni/2925151052,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtCDcb5EogGGbgMs/9aa2.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.498211689600005,15.4980113104
3572,"Radvanice, okres Trutnov",8000,5+1,57,https://www.sreality.cz/detail/pronajem/byt/5+1/radvanice-radvanice-/1335575372,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtBwNESSaOGNp1NH/362d.png?fl=res,400,300,3|shr,,20|jpg,90",50.5690466896,16.0513223104
3573,"Vrchlabí, okres Trutnov",7000,2+1,26,https://www.sreality.cz/detail/pronajem/byt/2+1/vrchlabi-vrchlabi-ceskych-bratri/1106985804,"https://d18-a.sdn.cz/d_18/c_img_qA_D/nCTUX1iX5BWZuTBBbFGZvfvG/a078.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.620670689600004,15.614931310400001
3574,"Jičín - Valdické Předměstí, okres Jičín",7000,2+kk,26,https://www.sreality.cz/detail/pronajem/byt/2+kk/jicin-valdicke-predmesti-zahradni/1647002444,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtBM3KVEfOGF7vY3/a3f6.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.4403236896,15.3537483104
3575,"Dobruška, okres Rychnov nad Kněžnou",8000,2+1,38,https://www.sreality.cz/detail/pronajem/byt/2+1/dobruska-dobruska-mirova/2315539276,"https://d18-a.sdn.cz/d_18/c_img_qB_A/kcHp2YdDtDgLT0BCV2Ghd2KJ/3fa6.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.2910466896,16.1612063104
3576,Rychnov nad Kněžnou,7000,2+1,36,https://www.sreality.cz/detail/pronajem/byt/2+1/rychnov-nad-kneznou-rychnov-nad-kneznou-na-travniku/22303564,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtzYqGELtGFYLlP/f87e.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.1638456896,16.2701733104
3577,"Vrchlabí, okres Trutnov",9000,3+kk,29,https://www.sreality.cz/detail/pronajem/byt/3+kk/vrchlabi-vrchlabi-u-nemocnice/3888468812,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtBM3KVEGlGFBLCP/4623.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.6239396896,15.607539310400002
3578,Náchod,12000,4+kk,65,https://www.sreality.cz/detail/pronajem/byt/4+kk/nachod-nachod-kamenice/1360352076,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5CGpNZEFQGFkDRf/5dc4.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.4190526896,16.1641573104
3579,"Černý Důl - Fořt, okres Trutnov",9000,2+1,41,https://www.sreality.cz/detail/pronajem/byt/2+1/cerny-dul-fort-/3684062028,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5DwDWzD1vGEzLyu/8b9b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.603260689600006,15.6953813104
3580,"Černý Důl - Fořt, okres Trutnov",9000,3+kk,36,https://www.sreality.cz/detail/pronajem/byt/3+kk/cerny-dul-fort-/211178316,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtEDuRmFMSGEy6UG/1d27.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.6032256896,15.695486310400002
3581,"Police nad Metují, okres Náchod",6000,2+kk,28,https://www.sreality.cz/detail/pronajem/byt/2+kk/police-nad-metuji-police-nad-metuji-masarykovo-namesti/3417723724,"https://d18-a.sdn.cz/d_18/c_img_qA_D/kcHp2YdDtDgLT0370GaY9MW/eef0.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.5386666896,16.2320283104
3582,"Špindlerův Mlýn, okres Trutnov",14000,1+kk,14,https://www.sreality.cz/detail/pronajem/byt/1+kk/spindleruv-mlyn-spindleruv-mlyn-/3633337164,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtCDcb5NQmGONBew/0311.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.7298896896,15.6090833104
3583,"Hradec Králové - Nový Hradec Králové, okres Hradec Králové",8000,1+kk,16,https://www.sreality.cz/detail/pronajem/byt/1+kk/hradec-kralove-novy-hradec-kralove-pod-zameckem/3727057740,"https://d18-a.sdn.cz/d_18/c_img_p8_C/nPVpfd5QLLDqk1BG5eF4PRR5/be6f.png?fl=res,400,300,3|shr,,20|jpg,90",50.1952446896,15.844485310400001
3584,"Hradec Králové - Třebeš, okres Hradec Králové",17000,4+kk,68,https://www.sreality.cz/detail/pronajem/byt/4+kk/hradec-kralove-trebes-labska-louka/3302052684,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtDgLT0BGoZGnPmK6/85be.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.1867066896,15.8256743104
3585,"Špindlerův Mlýn - Bedřichov, okres Trutnov",15000,3+1,46,https://www.sreality.cz/detail/pronajem/byt/3+1/spindleruv-mlyn-bedrichov-/2434945868,"https://d18-a.sdn.cz/d_18/c_img_qA_B/kcHp2YdDtCJexHhZSGTYjAo/ee57.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.7288706896,15.590471310400002
3586,"Račice nad Trotinou, okres Hradec Králové",9000,4+1,96,https://www.sreality.cz/detail/pronajem/byt/4+1/racice-nad-trotinou--/2273530700,"https://d18-a.sdn.cz/d_18/c_img_p9_B/kcHp2YdDtBwNESDbRGBZFaa/652c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",50.3176956896,15.7940303104
